Start,Meter,kWh,kW
07/24/2025 2:15:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 2:30:00 AM,Meter #95175892 - Off-Peak,3.19,12.77
07/24/2025 2:30:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 2:45:00 AM,Meter #95175892 - Off-Peak,3.3,13.2
07/24/2025 2:45:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 3:00:00 AM,Meter #95175892 - Off-Peak,3.79,15.15
07/24/2025 3:00:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 3:15:00 AM,Meter #95175892 - Off-Peak,3.54,14.18
07/24/2025 3:15:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 3:30:00 AM,Meter #95175892 - Off-Peak,3.2,12.78
07/24/2025 3:30:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 3:45:00 AM,Meter #95175892 - Off-Peak,3.16,12.66
07/24/2025 3:45:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 4:00:00 AM,Meter #95175892 - Off-Peak,3.14,12.56
07/24/2025 4:00:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 4:15:00 AM,Meter #95175892 - Off-Peak,3.1,12.42
07/24/2025 4:15:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 4:30:00 AM,Meter #95175892 - Off-Peak,3.18,12.74
07/24/2025 4:30:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 4:45:00 AM,Meter #95175892 - Off-Peak,0.38,1.54
07/24/2025 4:45:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 5:00:00 AM,Meter #95175892 - Off-Peak,0.2,0.8
07/24/2025 5:00:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 5:15:00 AM,Meter #95175892 - Off-Peak,0.25,0.99
07/24/2025 5:15:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 5:30:00 AM,Meter #95175892 - Off-Peak,0.26,1.02
07/24/2025 5:30:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 5:45:00 AM,Meter #95175892 - Off-Peak,0.26,1.04
07/24/2025 5:45:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 6:00:00 AM,Meter #95175892 - Off-Peak,0.14,0.56
07/24/2025 6:00:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 6:15:00 AM,Meter #95175892 - Off-Peak,0.15,0.59
07/24/2025 6:15:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 6:30:00 AM,Meter #95175892 - Off-Peak,0.05,0.21
07/24/2025 6:30:00 AM,Meter #95175892g - Off-Peak,0,
07/24/2025 6:45:00 AM,Meter #95175892 - Off-Peak,0.07,0.29
07/24/2025 6:45:00 AM,Meter #95175892g - Off-Peak,-0.03,
07/24/2025 7:00:00 AM,Meter #95175892 - Off-Peak,0.06,0.22
07/24/2025 7:00:00 AM,Meter #95175892g - Off-Peak,-0.08,
07/24/2025 7:15:00 AM,Meter #95175892 - Off-Peak,1.1,4.38
07/24/2025 7:15:00 AM,Meter #95175892g - Off-Peak,-0.06,
07/24/2025 7:30:00 AM,Meter #95175892 - Off-Peak,0.14,0.58
07/24/2025 7:30:00 AM,Meter #95175892g - Off-Peak,-0.06,
07/24/2025 7:45:00 AM,Meter #95175892 - Off-Peak,0.08,0.3
07/24/2025 7:45:00 AM,Meter #95175892g - Off-Peak,-0.02,
07/24/2025 8:00:00 AM,Meter #95175892 - Off-Peak,0.29,1.17
07/24/2025 8:00:00 AM,Meter #95175892g - Off-Peak,-0.02,
07/24/2025 8:15:00 AM,Meter #95175892 - Off-Peak,0.01,0.03
07/24/2025 8:15:00 AM,Meter #95175892g - Off-Peak,-0.28,
07/24/2025 8:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 8:30:00 AM,Meter #95175892g - Off-Peak,-0.45,
07/24/2025 8:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 8:45:00 AM,Meter #95175892g - Off-Peak,-0.68,
07/24/2025 9:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 9:00:00 AM,Meter #95175892g - Off-Peak,-0.81,
07/24/2025 9:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 9:15:00 AM,Meter #95175892g - Off-Peak,-0.7,
07/24/2025 9:30:00 AM,Meter #95175892 - Off-Peak,0.66,2.66
07/24/2025 9:30:00 AM,Meter #95175892g - Off-Peak,-0.38,
07/24/2025 9:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 9:45:00 AM,Meter #95175892g - Off-Peak,-0.82,
07/24/2025 10:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 10:00:00 AM,Meter #95175892g - Off-Peak,-1.16,
07/24/2025 10:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 10:15:00 AM,Meter #95175892g - Off-Peak,-1.65,
07/24/2025 10:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 10:30:00 AM,Meter #95175892g - Off-Peak,-1.64,
07/24/2025 10:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 10:45:00 AM,Meter #95175892g - Off-Peak,-2,
07/24/2025 11:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 11:00:00 AM,Meter #95175892g - Off-Peak,-1.51,
07/24/2025 11:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 11:15:00 AM,Meter #95175892g - Off-Peak,-1.56,
07/24/2025 11:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 11:30:00 AM,Meter #95175892g - Off-Peak,-1.64,
07/24/2025 11:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/24/2025 11:45:00 AM,Meter #95175892g - Off-Peak,-1.66,
07/24/2025 12:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 12:00:00 PM,Meter #95175892g - Off-Peak,-1.48,
07/24/2025 12:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 12:15:00 PM,Meter #95175892g - Off-Peak,-1.61,
07/24/2025 12:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 12:30:00 PM,Meter #95175892g - Off-Peak,-1.9,
07/24/2025 12:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 12:45:00 PM,Meter #95175892g - Off-Peak,-1.92,
07/24/2025 1:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 1:00:00 PM,Meter #95175892g - Off-Peak,-2,
07/24/2025 1:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 1:15:00 PM,Meter #95175892g - Off-Peak,-2,
07/24/2025 1:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 1:30:00 PM,Meter #95175892g - Off-Peak,-1.98,
07/24/2025 1:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 1:45:00 PM,Meter #95175892g - Off-Peak,-1.51,
07/24/2025 2:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 2:00:00 PM,Meter #95175892g - Off-Peak,-1.79,
07/24/2025 2:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 2:15:00 PM,Meter #95175892g - Off-Peak,-2.13,
07/24/2025 2:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 2:30:00 PM,Meter #95175892g - Off-Peak,-2.09,
07/24/2025 2:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/24/2025 2:45:00 PM,Meter #95175892g - Off-Peak,-1.79,
07/24/2025 3:00:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 3:00:00 PM,Meter #95175892g - On-Peak,-2.1,
07/24/2025 3:15:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 3:15:00 PM,Meter #95175892g - On-Peak,-2.06,
07/24/2025 3:30:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 3:30:00 PM,Meter #95175892g - On-Peak,-1.98,
07/24/2025 3:45:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 3:45:00 PM,Meter #95175892g - On-Peak,-2.11,
07/24/2025 4:00:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 4:00:00 PM,Meter #95175892g - On-Peak,-2.01,
07/24/2025 4:15:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 4:15:00 PM,Meter #95175892g - On-Peak,-1.68,
07/24/2025 4:30:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 4:30:00 PM,Meter #95175892g - On-Peak,-1.6,
07/24/2025 4:45:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 4:45:00 PM,Meter #95175892g - On-Peak,-1.7,
07/24/2025 5:00:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 5:00:00 PM,Meter #95175892g - On-Peak,-1.44,
07/24/2025 5:15:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 5:15:00 PM,Meter #95175892g - On-Peak,-1.07,
07/24/2025 5:30:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 5:30:00 PM,Meter #95175892g - On-Peak,-0.93,
07/24/2025 5:45:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 5:45:00 PM,Meter #95175892g - On-Peak,-0.97,
07/24/2025 6:00:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 6:00:00 PM,Meter #95175892g - On-Peak,-0.69,
07/24/2025 6:15:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 6:15:00 PM,Meter #95175892g - On-Peak,-0.39,
07/24/2025 6:30:00 PM,Meter #95175892 - On-Peak,0,0.02
07/24/2025 6:30:00 PM,Meter #95175892g - On-Peak,-0.29,
07/24/2025 6:45:00 PM,Meter #95175892 - On-Peak,0,0
07/24/2025 6:45:00 PM,Meter #95175892g - On-Peak,-0.46,
07/24/2025 7:00:00 PM,Meter #95175892 - Off-Peak,0.54,2.16
07/24/2025 7:00:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 7:15:00 PM,Meter #95175892 - Off-Peak,0.84,3.38
07/24/2025 7:15:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 7:30:00 PM,Meter #95175892 - Off-Peak,0.67,2.69
07/24/2025 7:30:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 7:45:00 PM,Meter #95175892 - Off-Peak,1.98,7.92
07/24/2025 7:45:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 8:00:00 PM,Meter #95175892 - Off-Peak,3.85,15.39
07/24/2025 8:00:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 8:15:00 PM,Meter #95175892 - Off-Peak,3.92,15.7
07/24/2025 8:15:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 8:30:00 PM,Meter #95175892 - Off-Peak,3.81,15.23
07/24/2025 8:30:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 8:45:00 PM,Meter #95175892 - Off-Peak,3.63,14.53
07/24/2025 8:45:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 9:00:00 PM,Meter #95175892 - Off-Peak,3.64,14.56
07/24/2025 9:00:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 9:15:00 PM,Meter #95175892 - Off-Peak,3.7,14.82
07/24/2025 9:15:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 9:30:00 PM,Meter #95175892 - Off-Peak,3.11,12.45
07/24/2025 9:30:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 9:45:00 PM,Meter #95175892 - Off-Peak,0.55,2.19
07/24/2025 9:45:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 10:00:00 PM,Meter #95175892 - Off-Peak,0.32,1.3
07/24/2025 10:00:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 10:15:00 PM,Meter #95175892 - Off-Peak,0.34,1.36
07/24/2025 10:15:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 10:30:00 PM,Meter #95175892 - Off-Peak,0.31,1.23
07/24/2025 10:30:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 10:45:00 PM,Meter #95175892 - Off-Peak,0.47,1.89
07/24/2025 10:45:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 11:00:00 PM,Meter #95175892 - Off-Peak,0.48,1.94
07/24/2025 11:00:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 11:15:00 PM,Meter #95175892 - Off-Peak,0.67,2.69
07/24/2025 11:15:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 11:30:00 PM,Meter #95175892 - Off-Peak,1.56,6.22
07/24/2025 11:30:00 PM,Meter #95175892g - Off-Peak,0,
07/24/2025 11:45:00 PM,Meter #95175892 - Off-Peak,3.04,12.18
07/24/2025 11:45:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 12:00:00 AM,Meter #95175892 - Off-Peak,3.02,12.1
07/25/2025 12:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 12:15:00 AM,Meter #95175892 - Off-Peak,3.02,12.06
07/25/2025 12:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 12:30:00 AM,Meter #95175892 - Off-Peak,3.13,12.51
07/25/2025 12:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 12:45:00 AM,Meter #95175892 - Off-Peak,3.04,12.18
07/25/2025 12:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 1:00:00 AM,Meter #95175892 - Off-Peak,3.15,12.61
07/25/2025 1:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 1:15:00 AM,Meter #95175892 - Off-Peak,3.06,12.22
07/25/2025 1:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 1:30:00 AM,Meter #95175892 - Off-Peak,3.43,13.73
07/25/2025 1:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 1:45:00 AM,Meter #95175892 - Off-Peak,5.81,23.23
07/25/2025 1:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 2:00:00 AM,Meter #95175892 - Off-Peak,5.92,23.66
07/25/2025 2:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 2:15:00 AM,Meter #95175892 - Off-Peak,5.83,23.31
07/25/2025 2:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 2:30:00 AM,Meter #95175892 - Off-Peak,5.82,23.3
07/25/2025 2:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 2:45:00 AM,Meter #95175892 - Off-Peak,0.52,2.08
07/25/2025 2:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 3:00:00 AM,Meter #95175892 - Off-Peak,0.21,0.85
07/25/2025 3:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 3:15:00 AM,Meter #95175892 - Off-Peak,0.26,1.06
07/25/2025 3:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 3:30:00 AM,Meter #95175892 - Off-Peak,0.28,1.1
07/25/2025 3:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 3:45:00 AM,Meter #95175892 - Off-Peak,0.18,0.72
07/25/2025 3:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 4:00:00 AM,Meter #95175892 - Off-Peak,0.25,0.99
07/25/2025 4:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 4:15:00 AM,Meter #95175892 - Off-Peak,0.22,0.88
07/25/2025 4:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 4:30:00 AM,Meter #95175892 - Off-Peak,0.21,0.83
07/25/2025 4:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 4:45:00 AM,Meter #95175892 - Off-Peak,0.24,0.96
07/25/2025 4:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 5:00:00 AM,Meter #95175892 - Off-Peak,0.23,0.91
07/25/2025 5:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 5:15:00 AM,Meter #95175892 - Off-Peak,0.26,1.02
07/25/2025 5:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 5:30:00 AM,Meter #95175892 - Off-Peak,0.29,1.17
07/25/2025 5:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 5:45:00 AM,Meter #95175892 - Off-Peak,0.27,1.07
07/25/2025 5:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 6:00:00 AM,Meter #95175892 - Off-Peak,0.15,0.59
07/25/2025 6:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 6:15:00 AM,Meter #95175892 - Off-Peak,0.22,0.88
07/25/2025 6:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 6:30:00 AM,Meter #95175892 - Off-Peak,0.16,0.64
07/25/2025 6:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 6:45:00 AM,Meter #95175892 - Off-Peak,0.37,1.47
07/25/2025 6:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:00:00 AM,Meter #95175892 - Off-Peak,1.41,5.65
07/25/2025 7:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:15:00 AM,Meter #95175892 - Off-Peak,1.34,5.34
07/25/2025 7:15:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:30:00 AM,Meter #95175892 - Off-Peak,0.89,3.55
07/25/2025 7:30:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:45:00 AM,Meter #95175892 - Off-Peak,0.8,3.22
07/25/2025 7:45:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:00:00 AM,Meter #95175892 - Off-Peak,0.58,2.3
07/25/2025 8:00:00 AM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:15:00 AM,Meter #95175892 - Off-Peak,0.29,1.15
07/25/2025 8:15:00 AM,Meter #95175892g - Off-Peak,-0.04,
07/25/2025 8:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 8:30:00 AM,Meter #95175892g - Off-Peak,-0.38,
07/25/2025 8:45:00 AM,Meter #95175892 - Off-Peak,0,0.02
07/25/2025 8:45:00 AM,Meter #95175892g - Off-Peak,-0.28,
07/25/2025 9:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 9:00:00 AM,Meter #95175892g - Off-Peak,-0.56,
07/25/2025 9:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 9:15:00 AM,Meter #95175892g - Off-Peak,-0.81,
07/25/2025 9:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 9:30:00 AM,Meter #95175892g - Off-Peak,-1.03,
07/25/2025 9:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 9:45:00 AM,Meter #95175892g - Off-Peak,-1.16,
07/25/2025 10:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 10:00:00 AM,Meter #95175892g - Off-Peak,-1.24,
07/25/2025 10:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 10:15:00 AM,Meter #95175892g - Off-Peak,-1.13,
07/25/2025 10:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 10:30:00 AM,Meter #95175892g - Off-Peak,-1.29,
07/25/2025 10:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 10:45:00 AM,Meter #95175892g - Off-Peak,-1.5,
07/25/2025 11:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 11:00:00 AM,Meter #95175892g - Off-Peak,-1.4,
07/25/2025 11:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 11:15:00 AM,Meter #95175892g - Off-Peak,-1.35,
07/25/2025 11:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 11:30:00 AM,Meter #95175892g - Off-Peak,-1.23,
07/25/2025 11:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/25/2025 11:45:00 AM,Meter #95175892g - Off-Peak,-1.56,
07/25/2025 12:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 12:00:00 PM,Meter #95175892g - Off-Peak,-1.65,
07/25/2025 12:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 12:15:00 PM,Meter #95175892g - Off-Peak,-1.68,
07/25/2025 12:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 12:30:00 PM,Meter #95175892g - Off-Peak,-1.52,
07/25/2025 12:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 12:45:00 PM,Meter #95175892g - Off-Peak,-1.46,
07/25/2025 1:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 1:00:00 PM,Meter #95175892g - Off-Peak,-1.78,
07/25/2025 1:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 1:15:00 PM,Meter #95175892g - Off-Peak,-1.79,
07/25/2025 1:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 1:30:00 PM,Meter #95175892g - Off-Peak,-1.56,
07/25/2025 1:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 1:45:00 PM,Meter #95175892g - Off-Peak,-1.64,
07/25/2025 2:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 2:00:00 PM,Meter #95175892g - Off-Peak,-1.86,
07/25/2025 2:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 2:15:00 PM,Meter #95175892g - Off-Peak,-1.82,
07/25/2025 2:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 2:30:00 PM,Meter #95175892g - Off-Peak,-1.46,
07/25/2025 2:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/25/2025 2:45:00 PM,Meter #95175892g - Off-Peak,-1.3,
07/25/2025 3:00:00 PM,Meter #95175892 - On-Peak,0,0
07/25/2025 3:00:00 PM,Meter #95175892g - On-Peak,-1.91,
07/25/2025 3:15:00 PM,Meter #95175892 - On-Peak,0,0
07/25/2025 3:15:00 PM,Meter #95175892g - On-Peak,-1.88,
07/25/2025 3:30:00 PM,Meter #95175892 - On-Peak,0,0
07/25/2025 3:30:00 PM,Meter #95175892g - On-Peak,-1.81,
07/25/2025 3:45:00 PM,Meter #95175892 - On-Peak,0.01,0.03
07/25/2025 3:45:00 PM,Meter #95175892g - On-Peak,-0.78,
07/25/2025 4:00:00 PM,Meter #95175892 - On-Peak,0.27,1.07
07/25/2025 4:00:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 4:15:00 PM,Meter #95175892 - On-Peak,0.41,1.65
07/25/2025 4:15:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 4:30:00 PM,Meter #95175892 - On-Peak,0.4,1.6
07/25/2025 4:30:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 4:45:00 PM,Meter #95175892 - On-Peak,0.21,0.83
07/25/2025 4:45:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 5:00:00 PM,Meter #95175892 - On-Peak,0,0
07/25/2025 5:00:00 PM,Meter #95175892g - On-Peak,-0.7,
07/25/2025 5:15:00 PM,Meter #95175892 - On-Peak,0,0.02
07/25/2025 5:15:00 PM,Meter #95175892g - On-Peak,-1.16,
07/25/2025 5:30:00 PM,Meter #95175892 - On-Peak,0,0.02
07/25/2025 5:30:00 PM,Meter #95175892g - On-Peak,-0.2,
07/25/2025 5:45:00 PM,Meter #95175892 - On-Peak,0.06,0.24
07/25/2025 5:45:00 PM,Meter #95175892g - On-Peak,-0.03,
07/25/2025 6:00:00 PM,Meter #95175892 - On-Peak,0.26,1.04
07/25/2025 6:00:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 6:15:00 PM,Meter #95175892 - On-Peak,0.36,1.44
07/25/2025 6:15:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 6:30:00 PM,Meter #95175892 - On-Peak,0.28,1.1
07/25/2025 6:30:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 6:45:00 PM,Meter #95175892 - On-Peak,0.28,1.12
07/25/2025 6:45:00 PM,Meter #95175892g - On-Peak,0,
07/25/2025 7:00:00 PM,Meter #95175892 - Off-Peak,0.63,2.53
07/25/2025 7:00:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:15:00 PM,Meter #95175892 - Off-Peak,0.56,2.26
07/25/2025 7:15:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:30:00 PM,Meter #95175892 - Off-Peak,0.64,2.56
07/25/2025 7:30:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 7:45:00 PM,Meter #95175892 - Off-Peak,0.3,1.2
07/25/2025 7:45:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:00:00 PM,Meter #95175892 - Off-Peak,0.52,2.06
07/25/2025 8:00:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:15:00 PM,Meter #95175892 - Off-Peak,0.63,2.51
07/25/2025 8:15:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:30:00 PM,Meter #95175892 - Off-Peak,0.62,2.5
07/25/2025 8:30:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 8:45:00 PM,Meter #95175892 - Off-Peak,0.51,2.03
07/25/2025 8:45:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 9:00:00 PM,Meter #95175892 - Off-Peak,0.5,2.02
07/25/2025 9:00:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 9:15:00 PM,Meter #95175892 - Off-Peak,0.47,1.89
07/25/2025 9:15:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 9:30:00 PM,Meter #95175892 - Off-Peak,0.48,1.9
07/25/2025 9:30:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 9:45:00 PM,Meter #95175892 - Off-Peak,0.49,1.95
07/25/2025 9:45:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 10:00:00 PM,Meter #95175892 - Off-Peak,3.04,12.16
07/25/2025 10:00:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 10:15:00 PM,Meter #95175892 - Off-Peak,3.04,12.16
07/25/2025 10:15:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 10:30:00 PM,Meter #95175892 - Off-Peak,3.04,12.16
07/25/2025 10:30:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 10:45:00 PM,Meter #95175892 - Off-Peak,3.06,12.22
07/25/2025 10:45:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 11:00:00 PM,Meter #95175892 - Off-Peak,3.29,13.15
07/25/2025 11:00:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 11:15:00 PM,Meter #95175892 - Off-Peak,3.37,13.47
07/25/2025 11:15:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 11:30:00 PM,Meter #95175892 - Off-Peak,3.33,13.31
07/25/2025 11:30:00 PM,Meter #95175892g - Off-Peak,0,
07/25/2025 11:45:00 PM,Meter #95175892 - Off-Peak,3.12,12.5
07/25/2025 11:45:00 PM,Meter #95175892g - Off-Peak,0,
07/26/2025 12:00:00 AM,Meter #95175892 - Off-Peak,3.14,12.58
07/26/2025 12:00:00 AM,Meter #95175892g - Off-Peak,0,
07/26/2025 12:15:00 AM,Meter #95175892 - Off-Peak,3.94,15.74
07/26/2025 12:15:00 AM,Meter #95175892g - Off-Peak,0,
07/26/2025 12:30:00 AM,Meter #95175892 - Off-Peak,3.23,12.93
07/26/2025 12:30:00 AM,Meter #95175892g - Off-Peak,0,
07/26/2025 12:45:00 AM,Meter #95175892 - Off-Peak,3.25,13.01
07/26/2025 12:45:00 AM,Meter #95175892g - Off-Peak,0,
07/26/2025 1:00:00 AM,Meter #95175892 - Off-Peak,3.31,13.25
07/26/2025 1:00:00 AM,Meter #95175892g - Off-Peak,0,
